CustomerID,recency,frequency,monetary_value,NbArt,Diversity,NbUnArt,PUmin,PUmax,PUmean,Evenness,BulkPurchase,p_wholesalers,MB_TotValue,MB_NbArt,MB_Diversity,MB_NbUnArt,MB_PUmin,MB_PUmax,MB_PUmean,MB_ARTpop,MB_ARTcost,MB_Evenness,C_NbArt,C_NbInvoice,C_monetary,net_frequency,net_monetary,C_Art_ratio,C_Inv_ratio
12346.0,326,1,77183.6,74215,-0.0,1,1.04,1.04,1.04,0.0,74215.0,1.0,77183.6,74215.0,0.0,1.0,1.04,1.04,1.04,8.484102521044822,1.245165534092685,0.0,74215.0,1.0,77183.6,0.0,0.0,1.0,1.0
12747.0,3,11,4196.009999999999,1275,4.340231167524609,42,0.85,15.95,4.367864077669898,1.1612131650945607,30.357142857142858,0.8880950148326716,381.4554545454546,115.9090909090909,1.924314470279542,9.363636363636363,1.4745454545454544,9.386363636363638,4.253948871835235,3.0250234894281363,2.0590233704464374,0.8821633184139933,-0.0,0.0,-0.0,11.0,4196.009999999999,-0.0,0.0
12748.0,1,206,32317.320000000003,25511,7.210532172736399,1766,0.04,29.95,2.3755960698690055,0.9644297210142164,14.445639864099661,0.2477083514849495,156.8801941747573,123.83980582524272,2.0265038102697783,22.233009708737864,1.1078155339805797,7.897378640776711,2.7281695581698666,1.896363873207449,0.2602524795284703,0.7528616087181116,1535.0,42.0,1830.79,164.0,30486.530000000002,0.06017012269217201,0.20388349514563106
12820.0,4,4,942.34,722,3.9054817791271,55,0.29,4.95,1.904745762711865,0.9745837440019447,13.127272727272727,0.20188645247814702,235.585,180.5,2.50389100146759,14.75,0.48749999999999993,4.45,1.9026325757575755,3.034531631688385,0.27635272047433057,0.943212548936866,-0.0,0.0,-0.0,4.0,942.34,-0.0,0.0
12821.0,215,1,92.72,70,1.6234701275453978,6,0.65,8.5,2.4983333333333335,0.9060759300715953,11.666666666666666,0.15886910488091513,92.72,70.0,1.6234701275453978,6.0,0.65,8.5,2.4983333333333335,2.098819140960414,0.23306157113247225,0.9060759300715953,-0.0,0.0,-0.0,1.0,92.72,-0.0,0.0
12822.0,71,2,948.8800000000002,550,3.5949145986799302,41,0.29,14.95,2.692608695652174,0.9680476194098253,13.414634146341463,0.21130565374336027,474.4399999999999,275.0,2.6720711391667273,23.0,0.47,9.95,2.6214114114114113,2.9784897866037987,0.7540626719463053,0.9148041377770777,2.0,1.0,29.9,1.0,918.9800000000002,0.0036363636363636364,0.5
12823.0,75,5,1759.5,230,1.5481559970055085,1,7.65,7.65,7.65,0.0,230.0,1.0,351.9,46.0,0.0,1.0,7.65,7.65,7.65,3.6878682870434845,3.905544551710835,0.0,-0.0,0.0,-0.0,5.0,1759.5,-0.0,0.0
12824.0,60,1,397.11999999999995,232,3.1183234870817,25,0.42,8.25,2.5356,0.9687616598908043,9.28,0.10489323296547301,397.11999999999995,232.0,3.1183234870817,25.0,0.42,8.25,2.5356,2.6672350308313173,0.47485418511990474,0.9687616598908043,-0.0,0.0,-0.0,1.0,397.11999999999995,-0.0,0.0
12826.0,3,7,1474.72,1058,4.363524957413696,58,0.19,7.5,1.9276923076923098,1.0746425811370988,18.24137931034483,0.4129643846591236,210.67428571428567,151.14285714285714,2.3454018157542587,13.0,0.8428571428571429,5.132857142857143,2.0503022850165706,2.914024875776486,0.43266480999021706,0.944441591592354,4.0,3.0,6.6,4.0,1468.1200000000001,0.003780718336483932,0.42857142857142855
12827.0,6,3,430.15,197,3.112590487249504,19,0.42,4.95,2.8680000000000008,1.0571081653492669,10.368421052631579,0.12715892755605498,143.38333333333333,65.66666666666667,1.8925147100789417,8.333333333333334,0.84,4.95,2.9933333333333336,2.5576537541959627,1.2197472804100717,0.9594925414065992,-0.0,0.0,-0.0,3.0,430.15,-0.0,0.0
12828.0,3,6,1018.71,494,3.790984939577201,46,0.39,16.95,3.0899999999999985,0.9901645380143396,10.73913043478261,0.13561785670566456,169.785,82.33333333333333,1.9435256533197631,9.333333333333334,0.9266666666666667,7.533333333333334,3.029752136752137,1.7477575399668552,0.7749309384594202,0.906768455571406,-0.0,0.0,-0.0,6.0,1018.71,-0.0,0.0
12829.0,337,2,293.0,376,1.5287764904928025,9,0.19,39.95,10.368181818181817,0.6957761651957295,41.77777777777778,0.9873273504686677,146.5,188.0,0.8885322522255892,5.5,0.19,34.95,10.275000000000002,0.6180267462075103,0.7560371942824556,0.5235777006180369,1.0,1.0,39.95,1.0,253.05,0.0026595744680851063,0.5
12830.0,38,6,6814.640000000001,9848,3.347268414257475,13,0.27,2.62,1.0863157894736846,1.3050037048568395,757.5384615384615,1.0,1135.7733333333333,1641.3333333333333,1.255592042962044,6.333333333333333,0.395,2.013333333333333,1.055065527065527,3.246130201379065,-0.4877794210659491,0.6733937717729216,1.0,1.0,66.24,5.0,6748.4000000000015,0.00010154346060113728,0.16666666666666666
12831.0,263,1,215.05,135,1.8883746391602074,9,0.85,12.75,3.066666666666667,0.8594363355654601,15.0,0.2689414213699951,215.05,135.0,1.8883746391602074,9.0,0.85,12.75,3.066666666666667,2.2384087895189246,0.725267305537844,0.8594363355654601,-0.0,0.0,-0.0,1.0,215.05,-0.0,0.0
12832.0,33,2,383.03000000000003,195,3.127731028400981,27,0.85,8.25,2.9288888888888898,0.9489944907961572,7.222222222222222,0.072054143618564,191.515,97.5,2.3810430256526796,13.5,0.85,7.1,2.785,2.281938853891652,0.8646622598198161,0.9355972769709013,-0.0,0.0,-0.0,2.0,383.03000000000003,-0.0,0.0
12833.0,146,1,417.38,156,2.817646770637125,24,0.42,14.95,5.441250000000001,0.8865950424535881,6.5,0.06297335605699649,417.37999999999994,156.0,2.817646770637125,24.0,0.42,14.95,5.441250000000001,1.9516940028784593,1.7324757534119672,0.8865950424535881,-0.0,0.0,-0.0,1.0,417.38,-0.0,0.0
12834.0,283,1,312.38,110,2.582491648806854,18,0.85,7.95,4.893888888888889,0.8934807924799925,6.111111111111111,0.05853690287436787,312.38,110.0,2.582491648806854,18.0,0.85,7.95,4.893888888888889,2.5093475383222117,1.8836996633827054,0.8934807924799925,-0.0,0.0,-0.0,1.0,312.38,-0.0,0.0
12836.0,60,4,2612.8599999999997,1064,4.705924876312671,148,0.29,16.95,4.287828571428579,0.9417100212090783,7.1891891891891895,0.07161365739055116,653.215,266.0,3.3227522274211676,43.75,0.38,15.899999999999999,4.500354445822993,2.2898177481626028,1.4224164036506277,0.8938095199443215,-0.0,0.0,-0.0,4.0,2612.8599999999997,-0.0,0.0
12837.0,174,1,134.1,24,2.361738366770769,12,1.65,16.95,6.7458333333333345,0.9504334365929846,2.0,0.026596993576865856,134.1,24.0,2.361738366770769,12.0,1.65,16.95,6.7458333333333345,1.6952200440291856,2.5618514748179737,0.9504334365929846,-0.0,0.0,-0.0,1.0,134.1,-0.0,0.0
12838.0,34,2,683.13,359,4.556565137182728,115,0.29,16.95,2.3197560975609752,0.9603014361249677,3.121739130434783,0.03306512085178276,341.56499999999994,179.5,3.901432390937327,61.5,0.33999999999999997,12.725,2.306226165254237,2.3229150303695847,0.1741424137167128,0.947444204427172,-0.0,0.0,-0.0,2.0,683.13,-0.0,0.0
12839.0,3,14,5591.42,3807,5.611703986242507,95,0.42,12.75,1.9202229299363092,1.2322915440672297,40.07368421052632,0.9822722419955247,399.3871428571429,271.92857142857144,2.9715583196530275,22.428571428571427,0.7257142857142854,6.989285714285715,1.9342147861720833,3.271931351452935,0.37403711883561835,0.9612449091722347,2.0,1.0,3.3,13.0,5588.12,0.0005253480430785396,0.07142857142857142
12840.0,144,4,2726.77,1511,4.624375839389813,67,0.65,5.95,2.0354867256637195,1.0998130560277761,22.55223880597015,0.6249114342775415,681.6925,377.75,3.1817386550149664,28.25,1.15,3.9000000000000004,2.0060846014492753,2.838172436121451,0.7463535413158868,0.9798399188713334,6.0,2.0,12.5,2.0,2714.27,0.003970880211780278,0.5
12841.0,5,25,4022.35,2757,5.5306964085629575,229,0.19,16.95,2.395166666666671,1.0178467733434442,12.039301310043669,0.1690830637268575,160.894,110.28,2.2708867194569997,16.8,0.46519999999999995,8.583999999999998,2.4393612663324173,2.104107511211127,0.0016307864894723246,0.8120508016898317,74.0,19.0,145.95,6.0,3876.4,0.02684076895175916,0.76
12842.0,71,2,1118.99,547,3.3005052378844573,34,0.39,65.0,4.33029411764706,0.9359522983668017,16.08823529411765,0.31381299505864435,559.495,273.5,2.6231062319417022,17.0,0.405,34.575,4.8035000000000005,2.330662955940914,0.5876375770645951,0.9306577629119278,-0.0,0.0,-0.0,2.0,1118.99,-0.0,0.0
12843.0,66,8,1702.2600000000002,781,4.247388632340469,69,0.39,14.95,3.5132038834951422,1.0031369375637547,11.318840579710145,0.1497921880076646,212.78250000000003,97.625,1.7468661906310965,12.875,1.9224999999999999,9.0125,3.932135348045675,2.5120676309831835,0.8752547744311012,0.6637944991368557,28.0,5.0,21.500000000000004,3.0,1680.7600000000002,0.03585147247119078,0.625
12844.0,30,2,325.96,125,3.7475191636253697,47,0.39,6.95,2.6311538461538464,0.9733442847647955,2.6595744680851063,0.030234075644631493,162.98000000000002,62.5,3.058144399694152,26.0,0.405,6.45,2.653095238095239,2.0152092313747234,0.6800569421187082,0.9392781638126035,-0.0,0.0,-0.0,2.0,325.96,-0.0,0.0
12845.0,268,4,354.09,204,1.2000303012409146,26,0.55,8.5,2.79037037037037,0.36832251200562866,7.846153846153846,0.08085628067064836,88.5225,51.0,1.1077041997108281,6.75,1.3375,3.5374999999999996,2.0811309523809522,2.4524032135354443,0.6123150910374433,0.4999999999999999,-0.0,0.0,-0.0,4.0,354.09,-0.0,0.0
12847.0,23,1,871.5399999999998,909,3.8777347330508185,72,0.19,8.25,1.3392307692307701,0.9067190716171643,12.625,0.18618382790150853,871.5399999999998,909.0,3.8777347330508185,91.0,0.19,8.25,1.3392307692307701,1.930975346106522,-0.9447636039054488,0.8596443155564135,-0.0,0.0,-0.0,1.0,871.5399999999998,-0.0,0.0
12849.0,32,2,1033.25,605,3.390740249491293,46,0.42,9.95,2.961224489795918,0.885624924967023,13.152173913043478,0.20269010118508146,516.625,302.5,2.642551681764056,24.5,0.42,9.95,3.3518725490196086,1.7889376680170044,0.8359629081392506,0.8440689934011694,-0.0,0.0,-0.0,2.0,1033.25,-0.0,0.0
12851.0,97,1,135.18,109,3.5019784253528896,43,0.12,16.95,1.9466000000000006,0.9310800589261196,2.5348837209302326,0.02951139343643207,135.17999999999995,109.0,3.5019784253528896,50.0,0.12,16.95,1.9466000000000006,1.8109573452556202,-0.6269746382218289,0.8951834947017702,-0.0,0.0,-0.0,1.0,135.18,-0.0,0.0
12853.0,135,6,1957.1000000000004,800,3.836608205070151,66,0.55,12.75,4.25051282051282,0.915733739724454,12.121212121212121,0.1713971521533434,326.18333333333334,133.33333333333334,1.835635990579136,13.0,2.216666666666667,9.983333333333334,4.867892720306513,3.045850224002591,2.3272214794573,0.7186586516843511,18.0,6.0,75.4,0.0,1881.7000000000003,0.0225,1.0
12855.0,373,1,38.1,30,1.0549201679861442,3,0.85,2.95,1.55,0.9602297178607612,10.0,0.11920292202211755,38.1,30.0,1.0549201679861442,3.0,0.85,2.95,1.55,1.7066656330255914,-0.32823203932299827,0.9602297178607612,-0.0,0.0,-0.0,1.0,38.1,-0.0,0.0
12856.0,8,6,2179.93,1079,5.350695681935935,155,0.12,12.75,2.5434076433121033,1.0609249781435008,6.961290322580645,0.06864182152961451,363.32166666666666,179.83333333333334,3.552973071820912,52.333333333333336,0.5033333333333333,10.641666666666666,2.520420459081905,2.5331011603403457,0.7892809164105118,0.9116328766991765,3.0,3.0,17.25,3.0,2162.68,0.0027803521779425394,0.5
12857.0,211,2,1106.4,343,3.726333743605122,37,1.25,10.95,4.142391304347824,1.0319630170923437,9.27027027027027,0.10471066727447084,553.2,171.5,2.9214794887216575,23.0,1.25,10.95,4.453553921568628,1.907729340525453,1.79199114558962,0.9719682415096795,-0.0,0.0,-0.0,2.0,1106.4,-0.0,0.0
12863.0,53,1,521.2,188,1.2790842591776657,5,0.72,8.5,3.3739999999999997,0.7947397344723844,37.6,0.97125150407346,521.2,188.0,1.2790842591776657,5.0,0.72,8.5,3.3739999999999997,3.266471812929179,1.3159640698454358,0.7947397344723844,2.0,1.0,17.0,0.0,504.20000000000005,0.010638297872340425,1.0
12864.0,139,1,147.12,216,0.7867012379169145,3,0.29,0.85,0.6566666666666666,0.7160863263878678,72.0,0.9999695684430994,147.12,216.0,0.7867012379169145,3.0,0.29,0.85,0.6566666666666666,2.3766607230193952,-2.035094546772536,0.7160863263878678,-0.0,0.0,-0.0,1.0,147.12,-0.0,0.0
12868.0,186,6,1607.0600000000002,928,4.515071122971012,72,0.29,12.75,2.611682242990652,1.0557455263797415,12.88888888888889,0.19431344562024824,267.8433333333333,154.66666666666666,2.670159687408329,17.833333333333332,0.5216666666666667,8.216666666666667,2.6308809565275086,2.7975350528812,0.8288288379917548,0.9429724308847732,-0.0,0.0,-0.0,6.0,1607.0600000000002,-0.0,0.0
12871.0,85,2,380.64000000000004,200,2.076339925977111,8,0.42,7.65,2.110909090909091,0.9985084381356452,25.0,0.7310585786300049,190.32,100.0,1.3855809040587463,5.5,0.635,5.1,1.9746428571428571,3.718150591001356,0.663933820643684,0.8465623541942477,-0.0,0.0,-0.0,2.0,380.64000000000004,-0.0,0.0
12872.0,327,2,599.9700000000001,319,3.8042761831559235,58,0.55,12.75,2.4956060606060597,0.9369116062643561,5.5,0.05215356307841772,299.985,159.5,3.1306764981013018,33.0,0.55,11.35,2.4751785714285717,2.76294048257302,0.6483212591804925,0.8992470542040361,-0.0,0.0,-0.0,2.0,599.9700000000001,-0.0,0.0
12873.0,283,1,374.0,128,1.263740679332812,4,2.55,8.5,4.0375000000000005,0.9115962055215489,32.0,0.9168273035060777,374.0,128.0,1.263740679332812,4.0,2.55,8.5,4.0375000000000005,4.056872666778561,2.6050390980736498,0.9115962055215489,-0.0,0.0,-0.0,1.0,374.0,-0.0,0.0
12875.0,144,2,343.2300000000001,2019,0.4123917226972368,1,0.17,0.17,0.17,0.0,2019.0,1.0,171.61500000000004,1009.5,0.0,1.0,0.17,0.17,0.17,3.157852046581275,-3.5886153693245246,0.0,-0.0,0.0,-0.0,2.0,343.2300000000001,-0.0,0.0
12877.0,4,12,1535.7700000000002,1178,4.629204342553779,100,0.14,9.95,1.8988961038961027,1.0052189507868383,11.78,0.16192151650450182,127.98083333333334,98.16666666666667,1.7930742834816573,12.833333333333334,0.8491666666666663,6.181666666666666,2.383946565934066,2.5551727782441334,0.7730629593209435,0.83864514928178,-0.0,0.0,-0.0,12.0,1535.7700000000002,-0.0,0.0
12878.0,237,2,854.99,547,3.689086912831919,38,0.55,7.95,2.032553191489362,1.0141579472881563,14.394736842105264,0.24581608340772568,427.495,273.5,2.987150940919213,23.5,0.9,5.85,1.9895958646616543,2.530861940681132,0.4607040465418304,0.9524642150617004,11.0,2.0,13.35,0.0,841.64,0.02010968921389397,1.0
12879.0,45,3,573.22,370,2.042271494368763,7,0.19,2.95,1.832,1.049519935625101,52.857142857142854,0.9986021604165112,191.07333333333335,123.33333333333333,1.0777088754796278,3.3333333333333335,1.1966666666666665,2.0966666666666667,1.7772222222222223,3.373066443744602,0.09982758304088184,0.9012591784986471,7.0,2.0,20.650000000000002,1.0,552.57,0.01891891891891892,0.6666666666666666
12881.0,276,1,298.0,21,1.8064369716430835,7,3.25,195.0,32.97142857142857,0.928324965322813,3.0,0.032295464698450495,298.0,21.0,1.8064369716430835,7.0,3.25,195.0,32.97142857142857,0.6607240602213496,3.3972719169326844,0.928324965322813,-0.0,0.0,-0.0,1.0,298.0,-0.0,0.0
12882.0,10,2,1463.0399999999997,246,2.428851132949363,12,2.08,7.45,6.437692307692307,0.9774416005352073,20.5,0.52497918747894,731.52,123.0,1.7131101836768075,6.5,4.58,7.265000000000001,6.244999999999999,3.337873678913513,3.3012635207197993,0.9277767133167508,-0.0,0.0,-0.0,2.0,1463.0399999999997,-0.0,0.0
12883.0,25,4,703.47,196,3.4179019991710553,39,0.42,16.95,5.926904761904759,0.9329451308078528,5.0256410256410255,0.04765808678970585,175.86750000000004,49.0,1.8289069607743762,10.5,1.2525,10.725,5.313774038461539,2.59683924967723,2.3862928681462376,0.8861688431514099,-0.0,0.0,-0.0,4.0,703.47,-0.0,0.0
